label,use_encoder,torso_fx,torso_fy,torso_fz,left_fx,left_fy,left_fz,right_fx,right_fy,right_fz,total_force_mag,survival_time,success,tracking_rmse_vx,tracking_rmse_vy,tracking_rmse_xy,mean_orientation_err
NO_ENC|Torso|20N|+X,False,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,True,0.1016,0.0708,0.1239,0.0757
NO_ENC|Torso|20N|-Z,False,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,True,0.05,0.0811,0.0953,0.0618
NO_ENC|Left Wrist|0N|zero,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,True,0.0503,0.0754,0.0906,0.0613
NO_ENC|Left Wrist|5N|+X,False,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,True,0.0589,0.0737,0.0944,0.0632
NO_ENC|Left Wrist|5N|-Z,False,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,5.0,10.0,True,0.0508,0.076,0.0915,0.0615
NO_ENC|Left Wrist|10N|+X,False,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,True,0.0724,0.0718,0.102,0.0661
NO_ENC|Left Wrist|10N|-Z,False,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,10.0,10.0,True,0.0523,0.0771,0.0932,0.0619
NO_ENC|Left Wrist|15N|+X,False,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,True,0.0875,0.0689,0.1114,0.0687
NO_ENC|Left Wrist|15N|-Z,False,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,15.0,10.0,True,0.0539,0.0777,0.0945,0.0623
NO_ENC|Left Wrist|20N|+X,False,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,True,0.1036,0.0663,0.123,0.0717
NO_ENC|Left Wrist|20N|-Z,False,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,20.0,10.0,True,0.0555,0.0784,0.0961,0.0628
NO_ENC|Right Wrist|0N|zero,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,True,0.0503,0.0754,0.0906,0.0613
NO_ENC|Right Wrist|5N|+X,False,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,10.0,True,0.06,0.0746,0.0958,0.0637
NO_ENC|Right Wrist|5N|-Z,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,5.0,10.0,True,0.0489,0.0767,0.091,0.061
NO_ENC|Right Wrist|10N|+X,False,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,True,0.0735,0.0751,0.1051,0.0654
NO_ENC|Right Wrist|10N|-Z,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,10.0,10.0,True,0.0481,0.0776,0.0913,0.0603
NO_ENC|Right Wrist|15N|+X,False,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,10.0,True,0.0872,0.0765,0.116,0.0679
NO_ENC|Right Wrist|15N|-Z,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,15.0,10.0,True,0.0466,0.0786,0.0914,0.0609
NO_ENC|Right Wrist|20N|+X,False,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,10.0,True,0.103,0.0784,0.1294,0.0706
NO_ENC|Right Wrist|20N|-Z,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,20.0,10.0,True,0.0456,0.0798,0.0919,0.061
